"","Site","SampleTime","SampleDate","pH","LocationType","Na_mgL","Mg_mgL","Al_mgL","SiO2_mgL","K_mgL","Ca_mgL","Mn_mgL","Fe_mgL","F_mgL","Cl_mgL","NO3_mgL","SO4_mgL","DOC_mgL","TDN_mgL","GWType","X","Y","Na_MP","Mg_MP","Al_MP","Si_MP","P_MP","K_MP","Ca_MP","Mn_MP","Fe_MP","Zn_MP","Rb_MP","Sr_MP","Ba_MP","Pb_MP","NH4 mg N/L","Alm_mgL","Alo_mgL","Durham_id","Method","SpecCond","DON_mgL","TMAl_mgL","OMAl_mgL","IMAl_mgL","NH4_NmgL","PO4_PmgL","S_mgL","Sr_mgL","Zn_mgL"
"1061","N4P1",NA,2013-04-11,NA,"S2",0.416251,0.0673605,0.691315,1.67504,0.108529,0.142368,0.110544,0.021,0.0436541800116952,0.437285567169149,2.95387375327579,1.795400889187,1.72792167364793,0.741341040518288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.512858707885916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","N4P1",NA,2013-06-25,4.81,"S2",NA,NA,NA,NA,NA,NA,NA,NA,0.0109207848631689,0.345169195960421,0.374261311833175,2.2010411480308,2.23857059781859,0.185533817595221,NA,NA,NA,0.381074642627761,0.0527870677653393,0.40378772747618,0.910428153680139,NA,0.049970210792127,0.132183540783812,0.0682602094240494,0.0106480381854436,NA,0.000295699575353877,0.00099075002736186,0.00885133521491028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","N4P1",NA,2013-06-28,4.73,"S2",NA,NA,NA,NA,NA,NA,NA,NA,0.00978505007819638,0.273687304535052,0.94698966434144,1.93326005460095,2.35234400514091,0.329220822292746,NA,NA,NA,0.402329592541211,0.0558119545007056,0.423072587580885,1.14229834099942,NA,0.0696628987232874,0.135971267548871,0.0710967801755204,0.00957205352870111,NA,0.000290553180649285,0.000996937126392098,0.00894354351031328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","N4P1",NA,2013-09-03,4.53,"S2",0.844811,0.120198,0.888298,2.53929,0.0643173994870173,0.337877,0.134258,0.021,0.034522225246589,0.285375535469727,8.23957657379975,1.10883308246268,2.00852192268775,1.96471919476077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.695231936113699,0.0320444103474871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","N4P1",NA,2014-06-05,4.69,"S2",0.434459,0.074222,0.527787,1.3191,0.106135,0.205373,0.086605,0.021,0.0513366047882512,0.727862316275469,1.91508399613755,1.85763004776371,1.73557672638905,0.560020021181711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","N4P1",NA,2014-06-13,4.66,"S2",0.41396,0.085952,0.601511,1.33602,0.093006,0.217194,0.086353,0.021,0.0593349634540844,0.955063192786121,2.65746113572863,1.82709152444428,1.73836861148879,0.641831651308567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.506473993374341,0.0243764556256742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","N4P1",NA,2014-06-14,4.67,"S2",0.594118,0.093709,0.728339,1.61047,0.102592,0.241814,0.100259,0.021,0.0521651690268489,0.691658570604927,4.76370499155751,1.72015119360635,1.77086685144168,1.10595593384016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.660530068655832,0.0278201416829626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","N4P1",NA,2014-06-16,4.68,"S2",0.511144,0.095616,0.712551,1.66066,0.089337,0.256854,0.099428,0.021,0.0471908063723862,0.582084671276522,4.38454640445743,1.92255594369336,1.85996137517473,1.01683389016256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.640196424724886,0.0270418606613688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","N4P2",1899-12-31 09:45:00,2014-09-23,4.92,"S2",0.402792,0.0512143,0.257638,1.27626,0.0118513,0.152533,0.064186,0.021,0.0430758938871104,0.391450335904698,0.0578161907025643,2.19165732382783,1.09183186499053,0.0624184750212964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","N4P2",1899-12-31 10:10:00,2014-10-08,4.83,"S2",0.367662,0.0517014,0.39202,1.27895,0.0159921,0.149427,0.0686204,0.021,0.0476752525120224,0.504810630667744,0.496077317532871,2.19192600701911,1.30946408630585,0.164822298255793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.350555134327233,0.0185499843336472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","N4P2",1899-12-31 10:40:00,2013-03-11,4.73,"S2",0.451768,0.0514538,0.54436,1.69754,0.0114127,0.140327,0.0774458,0.021,0.0707157907842426,0.511577706156842,2.73063771037153,2.22637460326406,0.98540991672352,0.682471464631512,NA,NA,NA,0.432473092132352,0.0509471249850665,0.482110104285787,1.37773399730843,NA,0.0137630497856029,0.11321430598208,0.0734618171819286,0.00636549638286502,NA,5.7791091627289e-05,0.000867462342511107,0.00983756650187424,NA,0.0025,0.489061045274711,0.0107358407409222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","N4P2",1899-12-31 11:45:00,2013-03-13,4.73,"S2",0.443644,0.0523919,0.604268,1.58202,0.0154178,0.126854,0.07721,0.021,0.053831336041256,0.585625530608017,2.94044872446269,2.15790552281742,0.97433900237435,0.729480155983771,NA,NA,NA,0.579834683210178,0.0694458049778025,0.737933369192239,1.86629972437513,NA,0.0183561542677296,0.147853891956392,0.0994972096548499,0.00320999954092408,NA,8.13887757131001e-05,0.00109313064526482,0.0107721476738464,NA,0.0025,0.552071513327022,0.0119791498888147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","N4P2",1899-12-31 12:50:00,2014-07-16,4.97,"S2",0.454689,0.0652678,0.361417,1.63274,0.0326722495678481,0.191492037444108,0.0894782,0.021,0.0447312284843881,0.594059988824819,0.464143714031869,2.33168506231422,1.21230214317103,0.204988079909565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.324094798740117,0.0144476176653566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","N4P2",1899-12-31 13:30:00,2014-10-09,4.84,"S2",0.534455,0.0667544,0.137182,1.39753,0.0365697,0.350396,0.0207186,0.021,0.0593030153151884,0.367989150899274,0.0168125707218825,2.64990589859828,0.730735644976442,0.0481981619770912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.167283697653163,0.0130741032886767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","N4P2",1899-12-31 14:50:00,2014-10-07,4.88,"S2",0.339257,0.0477473,0.32175,1.19991,0.0126027,0.139422,0.0652488,0.021,0.0538577804753167,0.409650058747822,0.0505118692512583,2.33811703181625,1.17511177190652,0.0630338001185759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.250473367964962,0.0174376699333257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","N4P2",1899-12-31 15:14:00,2013-11-07,4.63,"S2",0.555094767823079,0.0711197829046436,0.850361394274487,1.52619972153416,0.041247634260432,0.218138961297646,0.090781894509144,0.021,0.0299046512619826,0.346951328993063,6.16006737498805,1.49075366443911,1.21196521943841,1.41269563918527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","N4P2",NA,2013-03-27,4.86,"S2",0.471446,0.0603607,0.535595,1.66832,0.0335238,0.139912,0.0832093,0.021,0.03552653084812,0.630858173207253,3.14585672082105,1.91326571167028,1.05169416769348,0.823763558718747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.602080521570444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","N4P2",NA,2013-04-01,4.77,"S2",0.477102,0.0621677,0.642245,1.68352,0.0409693,0.136238,0.0883501,0.021,0.0356911134455651,0.58358547332282,3.11176294142644,1.87216405767882,0.91817994922121,0.77038275243893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.621886380592998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","N4P2",NA,2013-04-11,NA,"S2",0.627347,0.0724373,0.801275,1.79325,0.179281,0.177774,0.102721,0.021,0.0430312425137071,0.57015714656807,3.49303973636096,1.93349947171704,0.833433693486905,0.834040320971921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.636073783655649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","N4P2",NA,2013-06-25,4.93,"S2",NA,NA,NA,NA,NA,NA,NA,NA,0.0147373367142206,0.335076844082866,0.263940721189104,2.26667625170946,1.10718666825992,0.119539449351215,NA,NA,NA,0.493604412012281,0.0607881533254173,0.438445769807529,1.31298537996836,NA,0.0152757644441812,0.14345410643545,0.0879937487828914,0.00240594063785427,NA,8.76627561038814e-05,0.00108749933912647,0.0119939947653245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","N4P2",NA,2013-06-28,4.95,"S2",NA,NA,NA,NA,NA,NA,NA,NA,0.0458626678124861,0.315581431440509,0.439652967935628,2.11692584249179,1.23260200563382,0.183839585647637,NA,NA,NA,0.449364252116735,0.0535151216099709,0.392837601021312,1.19441884109315,NA,0.0147415071690846,0.130163677367754,0.0793876180332687,0.00200574312066239,NA,8.05216560155965e-05,0.000955033651071494,0.0107034235987524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","N4P2",NA,2013-09-03,4.77,"S2",0.580362,0.0730475,0.431193,1.55629,0.049545747168442,0.246446,0.116066,0.021,0.0299872117340508,0.220155781047215,3.36216327067162,1.82941108838126,1.3943151623909,0.843296200111472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.410985821536779,0.0136507976081167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","N4P2",NA,2014-06-04,4.86,"S2",0.470835,0.066773,0.353633,1.55288,0.057892,0.172771,0.088099,0.021,0.12938425708373,0.799605503030372,0.835475564361275,2.10074655295048,1.16591015272353,0.273314114892185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00702284556075601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","N4P2",NA,2014-06-05,4.69,"S2",0.449483,0.069098,0.417843,1.58033,0.039088,0.151131,0.088941,0.021,0.0148222667107363,0.608295091545812,0.814133975571962,2.0992596261703,1.05837516949266,0.253902151886235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","N4P2",NA,2014-06-13,4.46,"S2",1.13813,0.074683,0.358682,1.51786,0.101457,0.169039,0.085332,0.021,0.114821106378907,1.4070230689368,1.12301437109328,2.14540442641306,1.04489906812089,0.295614234780389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","N4P2",NA,2014-06-14,4.9,"S2",0.61254,0.076302,0.48079,1.56309,0.064068,0.18369,0.09737,0.021,0.0330265694910205,0.669136918206051,1.89898941701087,2.09207443044855,1.0859742551821,0.485779242597978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.43318401175249,0.00963024480887397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","N4P2",NA,2014-06-16,4.82,"S2",0.539965,0.082633,0.54365,1.53205,0.065528,0.228587,0.104376,0.021,0.0318523067612052,0.583904828957174,2.2621126710254,2.00704506457721,1.02857386939486,0.550633414879082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.472434708488873,0.0101257047190581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","N5",1899-12-31 08:10:00,2014-10-08,4.83,"G2",0.526095,0.0470521,0.507984,1.35926,0.11066,0.17092,0.0827891,0.021,0.0452986157905564,0.655329257101808,1.07173555657784,2.08599778251355,1.71576939300479,0.321105482952086,"shallow","281667.406","4871209.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00780619404239181,0.439583591188643,0.0451182212628028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","N5",1899-12-31 09:15:00,2014-10-08,4.83,"G2",0.500374,0.0441328,0.500876,1.34735,0.121171,0.162466,0.0750788,0.021,0.0503226070621444,0.660219302550284,0.913330357650445,2.05349602898368,1.75799811851715,0.285142828064685,"shallow","281667.406","4871209.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.453961642399251,0.0483840594365651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","N5",1899-12-31 09:55:00,2013-01-31,4.81,"G2",0.429481,0.0240812,0.536014,1.46877,0.0654454,0.130132,0.0617895,0.021,0.0203589665129436,0.595861056563349,1.05466612733682,2.32202477630943,1.88221046783157,0.453550537083483,"shallow","281667.406","4871209.5",0.438907769754914,0.0683595339138165,0.854873297325542,1.45325379059268,NA,0.117246772793192,0.151936650895235,0.0733632906283801,0.298548963499452,NA,0.000962308141363622,0.00101596095464378,0.00462284644269564,0.000642769461266124,0.0257502893814702,0.499774382405286,0.0378723675597345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","N5",1899-12-31 10:15:00,2014-10-08,4.88,"G2",0.493107,0.0424847,0.507343,1.35111,0.119584,0.155897,0.073279,0.021,0.0610847843640592,0.650960590137887,0.772527655648313,2.10018836189084,1.77411000148187,0.250181453591782,"shallow","281667.406","4871209.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.450656565193892,0.0426972463734038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","N5",1899-12-31 10:30:00,2012-10-30,4.8,"G2",0.334902,0.0246526,0.442048,1.43039,0.0563825,0.15752,0.0762173,0.021,0.0123602043517701,0.436535680337662,0.148686395499716,2.24407478045725,2.03931734325292,0.141830715365113,"shallow","281667.406","4871209.5",0.319723127035831,0.0213364779874214,0.480909090909091,1.30823684210526,-0.004,0.0476775147928994,0.1322,0.071,0.00643125,0.015,0.000288640915593705,0.00107954545454545,0.00576315789473684,0.00042,0.00457940360283615,0.462032435014657,0.0394383480734556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","N5",1899-12-31 10:44:00,2012-11-21,4.86,"G2",0.45485,0.03099,0.468704,1.41406,0.070562,0.174661,0.088397,0.021,0.0196851838706584,0.410951038279734,0.382119878311846,2.66922747417484,1.60907564837454,0.156681921176677,"shallow","281667.406","4871209.5",0.419242662652034,0.0959250079561152,1.11559870995347,1.5671285540825,NA,0.14868878647353,0.215453607208263,0.106840644235188,0.629693890761346,NA,0.00159504617885696,0.00139900679629382,0.00626084488065505,0.0039359951583697,0.0025,0.345645099554145,0.0277347203455636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","N5",1899-12-31 10:46:00,2012-12-18,4.89,"G2",0.389389,0.030436,0.563336,1.32341,0.071951,0.138122,0.073052,0.021,0.0164888605793308,0.660298419889275,1.25724106535949,2.18978056276258,1.67409359586907,0.371304823507075,"shallow","281667.406","4871209.5",0.452316977604354,0.248895626429732,2.94832825552531,2.34274446672286,NA,0.379067076744004,0.44068939583395,0.148391377244468,2.19212211170721,NA,0.00460463036105618,0.00181827658433118,0.011878144994117,0.00601492220701445,0.0025,0.46786591409184,0.0393430766624097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","N5",1899-12-31 10:48:00,2012-12-03,4.82,"G2",1.03694,0.202961,0.129771,2.67985,0.0861285,0.63912,0.008,0.021,0.0223633174700687,0.593846500294311,0.650803816909727,2.30639427298755,1.75901949416868,0.268790852231357,"shallow","281667.406","4871209.5",0.34574794400339,0.0883095688576499,1.2315174152785,1.50648520704898,NA,0.161869635524576,0.217706374456714,0.103782598337331,0.639414232704436,NA,0.00159525164352531,0.00124923782288301,0.00676687405772128,0.00142040212473947,0.00821811169746346,0.486189126110775,0.0345439504984811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","N5",1899-12-31 11:01:00,2013-02-13,4.84,"G2",0.367073,0.0406204,0.731352,1.57355,0.0956794,0.152411,0.0654384,0.0805079,0.0115915681315805,0.642495445405511,1.52909913282046,2.22083097855458,1.45769165788651,0.432403615025541,"shallow","281667.406","4871209.5",0.386449712119362,0.145024742988962,1.54682140278937,1.66845690294084,NA,0.221374100731508,0.229467410214561,0.0929036120853774,0.998426583351155,NA,0.00241022440059727,0.00122879401569177,0.0065970164069484,0.00239979636519574,0.0197036746339469,0.507460781999657,0.0304402021931216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","N5",1899-12-31 11:10:00,2014-10-08,4.91,"G2",0.538971,0.0423699,0.489941,1.36251,0.1185,0.153752,0.0734691,0.021,0.132497957202787,0.698592826954172,0.762423747889795,1.98937003846982,1.74084675923213,0.227986404403734,"shallow","281667.406","4871209.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.457442780474835,0.0415289742512045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","N5",1899-12-31 11:15:00,2011-08-29,5.16,"G2",0.73374213696044,0.14503,0.083739,1.68908,0.525607,0.642172,0.283569,0.021,0.020484050420993,0.272436727857751,0.423661939134205,2.58454290157457,2.00817144859193,0.171762964734577,"shallow","281667.406","4871209.5",0.81474,0.14855,0.20472,1.55914,0.004785,0.529865,0.613345,0.29668,0.05432,0.06484,0.00156,0.00669,0.00894,0.00074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","N5",1899-12-31 11:50:00,2013-03-13,4.87,"G2",0.414369,0.0319757,0.575737,1.39678,0.0529973,0.129211,0.0750135,0.021,0.0314812857095036,0.598620207902443,1.46879932772075,2.31651131192339,1.47276730834216,0.423778266199308,"shallow","281667.406","4871209.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.469133218878815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","N5",1899-12-31 12:10:00,2012-10-29,4.86,"G2",0.379122,0.0325286,0.406636,1.53088,0.0631595,0.16023,0.0850701,0.021,0.00969604980265695,0.379779519005345,0.202626159612027,2.51567000473627,1.7799440190648,0.128137609917382,"shallow","281667.406","4871209.5",0.366710691823899,0.0264043209876543,0.356444444444444,1.29434615384615,-0.003,0.0462631578947368,0.137,0.077,0.00730434782608696,0.014,0.000288640915593705,0.00113636363636364,0.00507894736842105,0.00016,-0.00336894623038125,0.459175914284626,0.0362262960163445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","N5",1899-12-31 12:52:00,2013-01-14,4.8,"G2",0.993197,0.152209,0.0414098,2.79801,0.018036,0.588496,0.008,0.021,0.0241101975308851,0.342184901628244,0.50540587104852,3.18091876571204,0.61216363526075,0.124022461511636,"shallow","281667.406","4871209.5",0.998840854546597,0.160476686510705,0.168937731654437,2.47832021405448,NA,0.0267058095496065,0.56878418015096,0.0132474379745796,0.0796957795932278,NA,0.000214436798427029,0.00439329474667784,0.00260833985560197,0.000521016368865784,0.0025,0.0407049474330013,0.0084728326860213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","N5",1899-12-31 13:00:00,2013-01-28,4.82,"G2",0.346521,0.026489,0.520091,1.29179,0.052107,0.154065,0.0694332,0.021,0.0172583266862708,0.654767558467829,1.55892181554965,2.25768510982545,1.68341066466459,0.500403806672207,"shallow","281667.406","4871209.5",0.376715940274369,0.0991466589382619,1.14100597449088,1.46357536650017,NA,0.151856524631252,0.203687687228996,0.0874897999556159,0.539642560200023,NA,0.00154592192431035,0.00124403033903115,0.00540226460922219,0.00227394660575735,0.021143596444408,0.472279086335487,0.0286921763910523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","N5",1899-12-31 13:06:00,2013-01-02,4.91,"G2",0.392282,0.032368,0.646555,1.30361,0.068907,0.141383,0.069499,0.021,0.0167948933301345,0.697325934910859,1.53044956301582,2.06912869364185,1.53391715353813,0.426554131241798,"shallow","281667.406","4871209.5",0.42390908464822,0.243790131655691,2.65528578070417,2.22430740457304,NA,0.379680452679836,0.479535475615085,0.123536076169084,2.0589004784672,NA,0.00439854058946642,0.00161917721160881,0.010013685584426,0.00796588243117227,0.00412012073576478,0.520746366760096,0.0335636860206336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","N5",1899-12-31 13:30:00,2012-11-06,4.87,"G2",0.476248,0.027876,0.581247,1.37185,0.134976,0.181366,0.076846,0.021,0.0291072001133193,0.564389092495209,0.158339683786343,2.31238379488057,1.75177337989111,0.1632419964071,"shallow","281667.406","4871209.5",0.466159847018063,0.0709274001539173,0.793129075181814,1.39896217151654,NA,0.18656475893449,0.203524538587614,0.0904109920596586,0.364069176406246,NA,0.00120368902070315,0.00127246703589124,0.0063718861820038,0.00144306375571488,0.00934075409478529,0.406620911654108,0.0279615986720928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","N5",1899-12-31 15:30:00,2013-11-07,4.72,"G2",0.636438429306849,0.030473980339206,0.77207033966085,1.27005077907897,0.104750727606352,0.192923135103047,0.0694125044685117,0.021,0.0286412283377192,0.26290013312692,5.07274869051091,1.46609051974049,1.66988967944047,1.19852374009477,"shallow","281667.406","4871209.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","N5",NA,2011-08-16,5.75,"G2",2.17340141081431,0.519175,0.198057,2.27613,1.06385,2.13457,0.384647,0.126285,0.0210017682986467,0.384323295798244,5.3695261271579,2.77318064355642,2.02899029802269,1.26641387714892,"shallow","281667.406","4871209.5",2.78955,0.53582,0.203,2.4329,0.006459,0.986891,2.079509,0.394116,0.131237,0.04008,0.00181,0.02178,0.00359,0.00027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","N5",NA,2011-11-03,5.22,"G2",0.396545,0.0662978,0.490915,1.45269,0.12738,0.187236,0.123007,0.021,0.0370511137188826,0.310548195116451,0.951767328209299,2.27630810594527,1.55545023797622,0.279632573861115,"shallow","281667.406","4871209.5",0.402,0.05,0.19,1.153,0.003,0.092,0.133996,0.1,0.004,0.024,0.00046,0.0014,0.0072165,3e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","N5",NA,2012-02-01,4.86,"G2",0.42,0.0556211,0.746469,1.34445,0.0437305,0.153874,0.0886632,0.021,0.0143600941799872,0.401674026225049,3.43428130104409,1.99825302764989,1.35656178256693,0.809283440742377,"shallow","281667.406","4871209.5",0.425,0.052,0.467,1.144,0.003,0.03,0.133042,0.078,0.006,0.018,0.00023,0.00125555555555556,0.006392,0.00027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","N5",NA,2012-03-22,4.77,"G2",0.51,0.0648814,0.832263,1.39141,0.05518,0.153796,0.0924045,0.021,0.0127574656515498,0.417140504665894,4.35070391814948,1.86959967097529,1.18949090486347,1.04662286362755,"shallow","281667.406","4871209.5",0.453,0.056,0.711,1.059,0,0.045,0.113008,0.072,0.005,0.015,0.00022,0.00108888888888889,0.0061625,0.00028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","N5",NA,2012-04-24,4.65,"G2",0.457316,0.0630308,0.613411,1.58204,0.0718762,0.151979,0.121764,0.021,0.0116912264408262,0.373166091480982,2.8700333218674,1.78645750733064,1.33977544150379,0.742309462542918,"shallow","281667.406","4871209.5",0.478,0.064,0.527,1.266,0.005,0.062,0.13018,0.111,0.004,0.015,0.00031,0.00114444444444444,0.006052,0.00013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","N5",NA,2012-08-10,4.69,"G2",0.592362,0.0773899,0.490121,1.68253,0.182579,0.229491,0.186037,0.021,0.0285110005878477,0.489041802419001,1.93099724000322,2.30532447841739,1.83728302410897,0.692960829808533,"shallow","281667.406","4871209.5",0.734,0.07,0.518,1.292,0.008,0.176,0.188236,0.156,0.006,0.036,0.00076,0.00154768,0.0120149,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","N5",NA,2012-10-09,4.79,"G2",NA,NA,NA,NA,NA,NA,NA,NA,0.0327284823755743,0.359345157865776,0.176014355454797,2.53089010435064,1.90786072205996,0.190958475727662,"shallow","281667.406","4871209.5",0.413450924608819,0.026734375,0.278620689655172,1.1483776,-0.002,0.123651376146789,0.2138,0.086,0.00939297124600639,0.02,0.000536304654442877,0.00121590909090909,0.00623684210526316,0.00027,0.00650667955919305,0.450620107824557,0.0405168096374538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","N5",NA,2012-10-22,4.71,"G2",NA,NA,NA,NA,NA,NA,NA,NA,0.0376951171800104,0.410771228776153,0.149528094685551,2.49593138854365,1.97557707098824,0.1405347282484,"shallow","281667.406","4871209.5",0.343168345323741,0.0207492354740061,0.36,1.21143037974684,-0.001,0.0639587020648967,0.13796,0.073,0.00645141065830721,0.014,0.000308198581560284,0.001125,0.00571052631578947,0.00029,-0.00218526145012301,0.506730524965208,0.0395818776916222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
