"","Site","SampleTime","SampleDate","pH","LocationType","Na_mgL","Mg_mgL","Al_mgL","SiO2_mgL","K_mgL","Ca_mgL","Mn_mgL","Fe_mgL","F_mgL","Cl_mgL","NO3_mgL","SO4_mgL","DOC_mgL","TDN_mgL","GWType","X","Y","Na_MP","Mg_MP","Al_MP","Si_MP","P_MP","K_MP","Ca_MP","Mn_MP","Fe_MP","Zn_MP","Rb_MP","Sr_MP","Ba_MP","Pb_MP","NH4 mg N/L","Alm_mgL","Alo_mgL","Durham_id","Method","SpecCond","DON_mgL","TMAl_mgL","OMAl_mgL","IMAl_mgL","NH4_NmgL","PO4_PmgL","S_mgL","Sr_mgL","Zn_mgL"
"597","K10",1899-12-31 11:15:00,2012-10-30,5.37,"G5",1.00239,0.221849,0.0267459,3.3117,0.117571,0.971219,0.008,0.021,0.0171946400794751,0.357507522181436,0.503525994311302,3.15840089431116,0.552075738733435,0.148638144930556,"shallow","281667.625","4871134",1.00688925081433,0.194811320754717,0.0127272727272727,2.99492105263158,-0.004,0.0979556213017751,0.8714,0.011,0.0018375,0.016,0.000321945636623748,0.00714772727272727,0.00243859649122807,7e-05,-0.0035056802718954,0.0191195437875418,0.00736425143472718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","K10",1899-12-31 11:20:00,2013-03-12,4.83,"G5",0.468097,0.0688481,0.28895,1.09587,0.042745,0.373835,0.0219423,0.021,0.0289183761791231,0.407333833409862,1.97578717799375,2.06205239542019,0.637096319404032,0.540456343638955,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.282991827274578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","K10",1899-12-31 11:45:00,2012-10-29,5.47,"G5",1.01549,0.220283,0.0307714,3.31549,0.136476,0.973406,0.008,0.021,0.017565753845728,0.352602514916412,0.512018856203837,3.21166874285412,0.523620218701145,0.166478305171029,"shallow","281667.625","4871134",1.00154402515723,0.195756172839506,0.0826666666666667,2.96960256410256,0.001,0.112230994152047,0.83876,0.001,0.0374347826086956,0.005,0.000421859799713877,0.00642045454545455,0.00113157894736842,0.00027,0.00585103018891772,0.162014535569533,0.115818644942049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","K10",1899-12-31 12:30:00,2013-03-13,5.09,"G5",0.547658,0.09742,0.150911,1.3272,0.0479397,0.453724,0.0190725,0.021,0.0319933011400632,0.531132801324136,1.19316673150995,2.29329022672875,1.1435009341165,0.295162714453255,"shallow","281667.625","4871134",0.574092135495225,0.101476246731918,0.209645428104479,1.24738826430451,NA,0.0536345968901329,0.42167241367839,0.022105677005861,-0.00129254348905485,NA,0.000219395581798179,0.0033697657321904,0.00457229224181959,NA,0.00582146155106452,0.140078903521792,0.0124137268151185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","K10",1899-12-31 12:30:00,2013-03-13,5.09,"G5",0.554652,0.0995708,0.181132,1.44246,0.0770604,0.507821,0.0196905,0.021,0.0262572886992944,0.529009515251477,1.64006653432517,2.27809353463479,1.05345883501595,0.455532230156512,"shallow","281667.625","4871134",0.599104655929974,0.106858285527157,0.30729636501507,1.3809118445369,NA,0.0879214169060418,0.475604005141601,0.0231231126166827,-0.0022786864061427,NA,0.000380862405887078,0.00448582877329478,0.0235787616685606,NA,0.0056822228507213,0.164429466242861,0.00994647453145158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","K10",1899-12-31 12:30:00,2013-03-13,5.42,"G5",0.871578,0.239933,0.0229404,2.35241,0.0751577,1.02521,0.008,0.021,0.024092245317591,0.47968843298512,1.68908104217817,2.88938907323192,0.516403001327495,0.404741884784158,"shallow","281667.625","4871134",1.17992762809311,0.419138651710295,1.01744346379065,3.24134831969356,NA,0.212094241835286,1.14758744889436,0.0196161991476023,0.712615354556133,NA,0.00167918835742667,0.00668165974693578,0.00334970511781552,NA,0.0025,0.0148247178571581,0.00523421534928599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","K10",1899-12-31 13:30:00,2014-07-16,5.58,"G5",1.37049,0.293239,0.00940649,4.12282,0.164532208220638,1.34769038065992,0.008,0.021,0.0281236243593926,0.419249884188747,0.677329143722262,3.77643659065099,0.561421428018926,0.209279997683695,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.0378267412836069,0.0096593205027557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","K10",NA,2011-11-04,5.79,"G5",1.3053,0.431766,0.535882,5.54428,0.435002,1.63049,0.008,0.37144,0.0266146285414391,0.308543472562413,0.460655773755727,3.99211776378208,0.6660173151678,0.134119059980739,"shallow","281667.625","4871134",1.363,0.332,0.021,3.85,0.004,0.2,1.749807,0.003,0.009,0.042,0.00046,0.0119222222222222,0.001547,0.00016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","K10",NA,2012-02-08,5.75,"G5",1.23,0.351526,0.0304223,3.96052,0.159232,1.55869,0.008,0.021,0.0259830565145612,0.322666548685192,0.642413144744702,3.55588020369021,0.332774690576284,0.183169370096325,"shallow","281667.625","4871134",1.128,0.31,0.02,3.059,0.003,0.134,1.601107,4e-04,0.011,0.008,0.00032,0.0104666666666667,0.001088,4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","K10",NA,2012-03-22,5.9,"G5",1.07,0.284117,0.0237172,3.06186,0.213979,1.33077,0.008,0.021,0.0291494737437415,0.352977634267255,1.25368603726569,2.98772737401626,0.300279745628981,0.351528764701252,"shallow","281667.625","4871134",0.909,0.271,0.014,2.47,0.002,0.126,1.447946,0.001,0.007,0.004,0.00028,0.00996666666666667,0.00102,6e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","K10",NA,2012-04-24,5.46,"G5",0.780285,0.181692,0.0211226,2.47568,0.0782337,0.854248,0.008,0.021,0.0230135725360898,0.331046540720621,0.484211655660196,2.98571605387109,0.451130746449055,0.155102615109595,"shallow","281667.625","4871134",0.822,0.186,0.009,1.921,0,0.068,0.882424,0.012,0,0.005,2e-04,0.00694444444444444,0.0017,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","K10",NA,2012-08-10,5.36,"G5",1.06381,0.259784,0.093431,2.77127,0.210623,1.14904,0.008,0.0531567,0.0292559060792691,0.352833159919855,0.366859535803756,3.78194732777072,0.602644568771899,0.126935227611814,"shallow","281667.625","4871134",1.111,0.303,0.331,2.572,0.014,0.279,1.359442,0.014,0.224,0.027,0.00134,0.01198314,0.00554264,0.00123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","K10",NA,2013-03-27,5.16,"G5",0.632425,0.130949,0.0045,1.73169,0.0880766,0.577118,0.0202687,0.021,0.0266528448197246,0.508896440475973,1.97233169531765,2.43908820364008,0.418618070340009,0.488376216695215,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.0810057651457118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","K10",NA,2013-04-01,5.09,"G5",0.778497,0.179408,0.0401885,2.1148,0.108091,0.827915,0.0252039,0.021,0.0945212265482463,0.442684381668819,1.81303118779029,2.17137036525696,0.609519392500622,0.498765063219761,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.0675116969582429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","K10",NA,2013-04-11,NA,"G5",0.727858,0.185249,0.0326442,2.03837,0.0973248,0.938893,0.0183035,0.021,0.0350061579558121,0.455215490461595,2.29473521261179,2.1569752572796,0.416363585795632,0.526506392309077,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.0482785264339126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","K10",NA,2013-06-27,5.42,"G5",NA,NA,NA,NA,NA,NA,NA,NA,0.0127115372803661,0.354697107162122,0.573614740130326,3.34624407170436,0.505245966729055,0.182387386835422,"shallow","281667.625","4871134",1.66388038136387,0.378756192456391,0.0473571606994313,4.42968945729628,NA,0.167722434890904,1.36238679376578,0.0111731917837432,0.000755411152343978,NA,0.000459478789732038,0.00980745463412489,0.00296475394477651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","K10",NA,2013-06-28,5.32,"G5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shallow","281667.625","4871134",1.18151664307122,0.268525651433877,0.0517073548647481,3.12988400409321,NA,0.119398694853936,0.958671851635919,0.00953478111960837,0.000526481113947132,NA,0.000331950296814218,0.00696033980393464,0.00269310747062829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","K10",NA,2014-06-05,5.38,"G5",1.17022,0.283433,0.021446,3.48465,0.178394,1.21953,0.008,0.021,0.0415032428706611,0.3728162648819,1.64167045181371,3.22103898685473,0.497714650672726,0.456369724884509,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","K10",NA,2014-06-13,5.68,"G5",1.09297,0.28157,0.076638,2.97638,0.133888,0.971954,0.01834,0.021,0.0531092681918295,0.707214262593221,1.09926528771165,3.44114098180699,0.698068085138594,0.293561056029932,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","K10",NA,2014-06-14,5.56,"G5",1.16837,0.253457,0.052959,3.0633,0.145556,0.960503,0.018368,0.021,0.0501550960909372,0.406718807476179,1.14962739969912,3.4092806294865,0.55983876948416,0.304453177131097,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.0162381425009606,0.00068046932068148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","K10",NA,2014-06-16,6,"G5",1.05179,0.236057,0.07074,2.86523,0.14546,0.966452,0.019531,0.021,0.0463152551686984,0.427376212658902,1.16551121743949,3.39886340913124,0.645969499993106,0.256156644076772,"shallow","281667.625","4871134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.0533229189672206,0.00323199057948128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","K10P1",1899-12-31 10:20:00,2014-09-23,4.96,"S5",0.4343755,0.0624351,0.1546265,1.34105,0.0607885,0.3918945,0.03342075,0.021,0.0221464476278786,0.378561354519056,0.266884867382312,2.2577845388601,0.962222751165395,0.108260513435218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.139311946352442,0.0121630863021306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","K10P1",1899-12-31 10:25:00,2014-10-08,4.99,"S5",0.436305,0.0622204,0.19403,1.38096,0.0356786513026166,0.39918,0.0342085,0.021,0.0255153100731203,0.436238005395114,0.308637430618122,2.41692942672202,0.938630909037299,0.109501555354756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.1560187235137,0.0159196069567594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","K10P1",1899-12-31 11:20:00,2013-03-11,4.85,"S5",0.491433,0.0720766,0.295992,1.19326,0.0459455,0.429606,0.0209066,0.021,0.0490596821303177,0.42775614033829,2.240632460922,2.18595968196391,0.932146142519486,0.612011833295965,NA,NA,NA,0.533254360377459,0.0772818865643815,0.290820824130648,1.07206355343838,NA,0.0520937353708602,0.593663272484412,0.0254398370703112,0.00868749224506069,NA,0.000352448989417815,0.00376361955192989,0.0144353676856392,NA,0.00637145441742024,0.229367327877741,0.0087577672821104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","K10P1",1899-12-31 12:30:00,2013-03-13,4.93,"S5",0.482236,0.0750087,0.25124,1.26051,0.0701529,0.399724,0.0222065,0.021,0.0391416905248201,0.488680706321716,2.03969044596479,2.22123227859324,0.775873428913089,0.488485966051645,NA,NA,NA,0.517864536166826,0.080387140032208,0.305895337474522,1.18335224643374,NA,0.0761547394525287,0.371384096890984,0.0253053283647712,0.000494621688545611,NA,0.000381959478690131,0.00296189434582153,0.00432738283126175,NA,0.0025,0.256596801664757,0.010699662694431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","K10P1",1899-12-31 13:45:00,2014-10-09,4.97,"S5",0.30526,0.0479715,0.458092,2.05035,0.0228618,0.131482,0.0588293,0.021,0.0484104250716226,0.730415745736875,0.548867850661765,1.98820131027861,2.1212950924635,0.203121274110357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.453187475299299,0.0393345058903769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","K10P1",1899-12-31 15:10:00,2014-10-07,4.96,"S5",0.432801,0.0618218,0.163467,1.36186,0.103544,0.421826,0.0371844,0.021,0.0244121885450414,0.412361397612377,0.307816874299415,2.41200589113861,0.999180404695023,0.103326992798683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.117286188019727,0.0160065936767627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","K10P1",NA,2013-03-27,4.93,"S5",0.335625,0.0575699,0.135608,0.827615,0.0742571,0.245949,0.0179536,0.021,0.0358145381859452,0.490271787026958,2.30317641060819,2.1137706401797,0.782384763328945,0.597992731383259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.223594511018006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","K10P1",NA,2013-04-01,4.93,"S5",0.530513,0.0872242,0.32627,1.31977,0.0531383,0.425422,0.0262172,0.021,0.0284535504670316,0.444696928230132,2.32218835128726,1.86726287077554,0.598730745590524,0.556097539536981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.296729122995111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","K10P1",NA,2013-04-11,NA,"S5",0.503335,0.0915884,0.229739,1.49254,0.134112,0.513814,0.0291731,0.021,0.0519784541078262,0.472810951620574,2.55735860421025,1.91306566505523,0.588824086918133,0.591802464418084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.272751037366834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","K10P1",NA,2013-06-27,4.98,"S5",NA,NA,NA,NA,NA,NA,NA,NA,0.0103231835723319,0.480736991504382,0.138283117936334,2.25358979008732,0.870908406076595,0.0892853074300632,NA,NA,NA,1.05258676183917,0.150678850051474,0.488948360804165,2.79370311737191,NA,0.133905524375032,0.768933579210475,0.0532636585173823,0.0233446575616331,NA,0.000847484821319991,0.00668215631187805,0.0054451969028353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","K10P1",NA,2013-06-28,4.95,"S5",NA,NA,NA,NA,NA,NA,NA,NA,0.0868028761295796,0.496063807160084,0.112316293353096,2.35256613965222,0.968541864918305,0.0815402470982484,NA,NA,NA,0.538699729227932,0.0762212092057604,0.235635598902934,1.53963571603131,NA,0.0674658122002037,0.380689577422056,0.027277561703812,-0.00168860237991247,NA,0.000401277886131271,0.00332419482820829,0.00453752873454054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","K10P1",NA,2013-09-03,5.03,"S5",0.542578,0.0704565,0.127337,1.73497,0.0733918776375073,0.4616,0.0308012,0.021,0.0235942841042791,0.471414556867386,0.168333346001258,2.31692081589911,1.0378842963119,0.0999992260406736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.0897332864869629,0.0107178084251786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","K10P1",NA,2014-06-04,4.97,"S5",NA,NA,NA,NA,NA,NA,NA,NA,0.0477101198531216,0.570950981274113,2.68156963958435,1.95752038486262,1.39146478005028,0.763086728840663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166217366516615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","K10P1",NA,2014-06-05,4.95,"S5",0.622215,0.109579,0.198086,1.46721,0.213659,0.584825,0.051504,0.021,0.0323684782343788,0.495618671817962,2.48846080394166,1.94485772994457,0.941968550145249,0.646055758454996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","K10P1",NA,2014-06-13,4.97,"S5",0.812606,0.11221,0.256723,1.44614,0.216708,0.543604,0.048096,0.021,0.0303261238313004,0.632960482453349,2.65816138754768,1.9619336507557,0.831379723676082,0.658801981787889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","K10P1",NA,2014-06-14,4.91,"S5",0.626365,0.104888,0.258722,1.55535,0.189684,0.537383,0.048897,0.021,0.0266887124612948,0.507396849700454,2.51822519590289,2.02716075835613,0.792424043847222,0.553944342245996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00733013868223545,0.242539081580162,0.00833644738080711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","K10P1",NA,2014-06-16,4.83,"S5",0.663651,0.101066,0.250162,1.50009,0.195251,0.555352,0.047186,0.021,0.0461308937224672,0.492057695213997,2.06830484580601,2.45904743782491,0.856562661302476,0.517578234121062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.232795199018535,0.0083106277329868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","K10P2",1899-12-31 10:20:00,2014-09-23,4.98,"S5",0.461977,0.0667853,0.121612,1.26149,0.0568174,0.366676,0.0287058,0.021,0.0267669975608017,0.36058986083337,0.0391688195445623,2.35807542184619,0.797638728897326,0.048796030120605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.126258248577458,0.0110496544687184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","K10P2",1899-12-31 10:25:00,2014-10-08,4.99,"S5",0.447244,0.0625473,0.148425,1.22895,0.0171603761913643,0.370658,0.0315423,0.021,0.0403121878764036,0.34270584740339,0.0956026660544291,2.34772470701441,0.805837809118427,0.0573181577524808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00784837164118631,0.142739140082572,0.0143892916508569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","K10P2",1899-12-31 13:30:00,2014-07-16,5.06,"S5",0.576931,0.105064,0.171178,1.69497,0.210732591665379,0.480171372494682,0.046762,0.021,0.0331769638884762,0.534619648751847,1.07981705108371,2.54427740882586,0.864474805583378,0.320234020140836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.156781006079231,0.0122263507753941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","K10P2",1899-12-31 13:45:00,2014-10-09,5,"S5",0.379749,0.0576466,0.418198,1.3619,0.0202109,0.157587,0.0700685,0.021,0.0518425084159623,0.540326498920411,0.751250680930931,2.15605885545252,1.13353271909435,0.234661607167057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0051701113842814,0.436243073917139,0.0186621877446363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","K10P2",1899-12-31 15:10:00,2014-10-07,5.03,"S5",0.471754,0.0622332,0.12203,1.24953,0.0714466,0.377017,0.0299577,0.021,0.0345937917870605,0.400414183629106,0.0859503128075231,2.47954252151663,0.871584686377673,0.0786287425743886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","K10P2",NA,2013-06-27,4.94,"S5",NA,NA,NA,NA,NA,NA,NA,NA,0.0281612415745339,0.443122693116829,0.0622157224913954,2.51425814284415,0.880169032253993,0.067744358382203,NA,NA,NA,0.56838112447778,0.0777927690464051,0.193838891233569,1.43499400021364,NA,0.0539436700990263,0.367909585017604,0.0251206861880451,0.00914603680345413,NA,0.000326888650751542,0.00325115898194129,0.00530150412603484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","K10P2",NA,2013-06-28,4.93,"S5",NA,NA,NA,NA,NA,NA,NA,NA,0.0298048474686713,0.460007402144628,0.0687015853188084,2.50800511699091,0.763220553099425,0.0724236656660078,NA,NA,NA,0.564987114536679,0.0756029192948195,0.198003454041646,1.37174913594649,NA,0.0662104956957866,0.359901754733984,0.0246227827906102,0.00401629242675474,NA,0.000329804685670522,0.00315130966362757,0.00504940990910485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","K10P2",NA,2014-06-05,4.86,"S5",0.614277,0.098701,0.185106,1.45733,0.181313,0.60649,0.0419,0.021,0.0315201552624753,0.474325619339551,1.33420896472851,2.48247040633964,0.952990885926413,0.426612703404194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00688610922042972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","K10P2",NA,2014-06-14,5.07,"S5",0.701519,0.094582,0.198511,1.49602,0.153025,0.455758,0.041832,0.021,0.0265739171197839,0.553831777388076,1.54504451077034,2.17804455263793,0.72517180960371,0.395895708069051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","K10P2",NA,2014-06-16,4.91,"S5",0.581736,0.094008,0.220941,1.42039,0.140091,0.471031,0.0425,0.021,0.0609790193651516,0.496144929569838,1.52161846804111,2.57062488479758,0.724205127349767,0.378583239476846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.214814945088755,0.00615010909301013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","K10P3",1899-12-31 10:20:00,2014-09-23,5.07,"S5",0.543195,0.0645819,0.124828,1.38833,0.0222398,0.342861,0.019522,0.021,0.0308577030875436,0.331881714409538,0.0048526003163842,2.4874128381826,0.812361432445492,0.0403650985797678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.139682493165311,0.0100370811544497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","K10P3",1899-12-31 10:25:00,2014-10-08,5.07,"S5",0.513848,0.0655805,0.155209,1.38744,0.0045,0.338706,0.0213032,0.021,0.026013459236617,0.338087060032627,0.002,2.57385062579318,0.857811625133641,0.0369337573139841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","K10P3",1899-12-31 13:30:00,2014-07-16,5.22,"S5",0.62789,0.0943333,0.141387,1.92663,0.0707583846728266,0.410349240903366,0.030523,0.021,0.0341478623411017,0.472680429455295,0.002,2.81120092101551,0.820115419264094,0.0810470321877424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.1488899570511,0.0113923837338759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","K10P3",1899-12-31 13:45:00,2014-10-09,5.05,"S5",0.423548,0.0387093,0.357818,2.99183,0.0119843,0.0899426,0.008,0.021,0.0479879294282084,0.465985655328638,0.0397958326341235,1.79862307832837,2.01189020975147,0.0875985462876035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.30462947403966,0.0543919368934406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","K10P3",1899-12-31 15:10:00,2014-10-07,5.05,"S5",0.492319,0.0610003,0.14584,1.3489,0.0227996,0.331151,0.0192068,0.021,0.0228743145827121,0.32398467624389,0.0320961948616373,2.51980468096437,0.87106494821752,0.045085848688692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.133453281306025,0.0138334487116852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","K10P3",NA,2013-06-27,4.99,"S5",NA,NA,NA,NA,NA,NA,NA,NA,0.0299221453169154,0.457124330209165,0.0248475833445001,2.58188179548618,0.874877245866908,0.0641138613516648,NA,NA,NA,0.546777167992826,0.0796173680553305,0.153184592714047,1.4601006265567,NA,0.0613059977793373,0.359883076622157,0.0223323203667999,0.00424843929768786,NA,0.000342799577919139,0.0031453075987439,0.00438036630409268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","K10P3",NA,2013-06-28,4.96,"S5",NA,NA,NA,NA,NA,NA,NA,NA,0.00894740305792083,0.417424639564078,0.0210901673107393,2.62460903323349,0.835982615921837,0.0499145840766708,NA,NA,NA,0.575777734860109,0.0846868172838984,0.169676397418604,1.53865547407553,NA,0.0633871799128595,0.372774403040508,0.0233242376610019,0.00204150958168406,NA,0.000361390499484953,0.00334662728870279,0.00461405272456612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","K10P3",NA,2014-06-05,4.96,"S5",0.618223,0.115169,0.159253,1.64497,0.124494,0.451913,0.043249,0.021,0.0602371653222173,0.461781588314787,1.4682893724578,2.1916912670945,0.700821350250028,0.428450049696939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00771260443306862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
